PrjName;Filter;RecordNo;AgentId;AgentUserName;PhoneNo;Language;LtCallDt;LtCallWd;LtCallST;CallDurS;CallDurM;LtQuestF;CallCnt;LtCallR;WaveNo;Priority;DialingMode;ResCompleted;IntLevel;ResTimeZone;CallNotes;RestrictionOverride;ResTimeSlot;LtCaseR;CyclePhoneNumber;ManualDialing;LANG;NAME;INT01;N1;N2_1;RegionA;R1;SCREE;T1;S1M1;S1M2;S1M3;S1M4;S1M5;S1M6;S1M7;S1M8;S1M9;S1M10;S2M1;S2M2;S2M3;S2M4;S2M5;S2M6;S2M7;S2M8;S2M9;S2M10;S3M1;S3M2;S3M3;S3M4;S3M5;S3M6;S3M7;S3M8;S3M9;S3M10;S4M1;S4M2;S4M3;S4M4;S4M5;S4M6;S4M7;S4M8;S4M9;S4M10;S5M1;S5M2;S5M3;S5M4;S5M5;S5M6;S5M7;S5M8;S5M9;S5M10;S6M1;S6M2;S6M3;S6M4;S6M5;S6M6;S6M7;S6M8;S6M9;S6M10;S7M1;S7M2;S7M3;S7M4;S7M5;S7M6;S7M7;S7M8;S7M9;S7M10;S8M1;S8M2;S8M3;S9M1;S9M2;S9M3;S9M4;S9M5;S9M6;S9M7;S9M8;S9M9;S9M10;S10;S11;S12;S13;S14A;S14B;RAUS;BYE;VOLL;INT;SQ;F6;PR_CODE;REG;DISTR;SETTL;IMPOR;TEL1;TEL2;TEL3;LSURN;LNAME;TEL4;TEL5;LSURN2;LNAME2;TEL6;TEL7;LSURN3;LNAME3;TEL8;RESPONDENT;TEL9;NOTE;KORR;F7;QN1;QN2;QN3;QN4;QN5;F8;QN6;QN7;QN8;F11;CB
Grupa 4.;1;1851;57;Agent.09;374514579;1;20210812;5;10:36:00;1345;22;462;16;CO;9;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092376;;;18;999;;;;;;;;;;101;102;103;104;105;106;107;108;;;5;4;3;3;1;4;3;2;;;101;102;103;104;;;;;;;101;103;104;107;108;;;;;;1;5;1;5;3;3;5;2;5;2;1;1;2;3;;;;;;;104;107;103;10;8;6;3;8;2;7;0;3;8;1966;104;105;101;500;500;99;99;100;CO;;;356451;;;;;;;;;;;;;;;;;;;;;;1;;vitae sociosqu ante. ad dapibus, gravida ligula a parturient vitae parturient sem lacinia. pretium vitae dui. lorem. Donec l;vitae sociosqu ante. ad dapibus, gravida ligula a parturient vitae parturient sem lacinia. pretium vitae dui. lorem. D;;;;;;;;;2,02E+11
Grupa 4.;1;1860;57;Agent.09;453854825;1;20210804;4;14:38:00;2910;49;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092383;;;1231;999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101;102;103;105;106;107;108;;;;102;103;106;107;109;;;;;;2;1;5;5;3;2;5;4;4;5;3;3;1;;1;3;1;2;;;108;;;10;4;2;7;2;6;8;5;4;7;1987;104;102;101;10;10;;99;100;CO;;;995713;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1863;57;Agent.09;708757107;1;20210803;3;11:34:00;402;7;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32092389;;;77;999;;;;;;;;;;101;105;109;110;;;;;;;2;;;;3;;;;3;3;101;102;103;104;106;110;;;;;102;103;104;105;106;108;;;;;3;4;4;4;4;4;4;1;4;1;5;2;1;5;;2;;;;4;110;105;;9;1;10;2;1;9;10;7;9;4;1998;104;105;101;20;20;;99;100;CO;;;984020;;;;;;;;;;;;;;;;;;;;;;1;;commodo, quam et velit sollicitudin ante. vel placerat. ad sit in Praesent Fusce consectetur Fusce amet, In lectus vestibulu;commodo, quam et velit sollicitudin ante. vel placerat. ad sit in Praesent Fusce consectetur Fusce amet, In lectus ves;;;;;;;;;2,02E+11
Grupa 4.;1;1866;51;Agent.05;631461662;1;20210730;6;16:35:00;1765;29;462;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092393;;;81;999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101;102;104;105;;;;;;;101;102;104;105;106;107;;;;;1;5;5;4;4;3;2;4;5;5;5;5;;4;2;;;;;;107;110;;9;9;10;5;1;4;8;3;6;9;1994;104;105;101;20;20;;99;100;CO;;;370945;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1870;45;Agent.02;239572368;1;20210730;6;17:39:00;2007;33;462;2;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092405;;;233;114;108;;;;;;;;;101;102;103;106;107;109;;;;;4;3;3;;;2;4;4;3;;101;102;103;105;106;108;;;;;101;103;104;105;109;110;;;;;2;4;4;5;5;1;4;4;5;3;4;5;1;;2;4;;2;;;110;108;109;8;7;10;3;3;7;10;3;7;4;1997;104;105;101;111;111;;99;100;CO;;;959454;;;;;;;;;;;;;;;;;;;;;;1;;laoreet dui leo sollicitudin Donec ac elit, nascetur scelerisque lectus, ridiculus montes, tincidunt nec metus ipsum non sus;;;;;;;;;;2,02E+11
Grupa 4.;1;1909;53;Agent.06;836441262;1;20210805;5;13:02:00;1680;28;462;4;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092416;;;172;112;105;108;102;;;;;;;101;103;104;106;107;;;;;;3;3;5;1;4;3;4;4;;;101;102;104;105;106;107;108;;;;102;105;109;110;;;;;;;5;5;4;1;3;3;2;2;4;4;3;5;;3;4;2;4;4;;;109;;;8;4;2;4;4;10;5;0;7;4;1975;104;105;101;115;115;;99;100;CO;;;953683;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1959;51;Agent.07;281358833;1;20210803;3;10:53:00;2304;38;462;5;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092529;;;26;115;109;;;;;;;;;110;;;;;;;;;;;;;;;;;;999;2;101;102;103;104;105;106;107;108;;;102;106;108;109;110;;;;;;1;2;2;4;2;3;1;2;3;1;2;3;3;3;3;1;2;1;;;101;108;;99;3;3;4;99;8;2;6;0;1;1981;104;105;101;390;390;;99;100;CO;;;662930;;;;;;;;;;;;;;;;;;;;;;1;;et Etiam ante. massa. et ut Curabitur nascetur ipsum, Cras consequat eu a et elit, Etiam laoreet inceptos elit vel sed place;et Etiam ante. massa. et ut Curabitur nascetur ipsum, Cras consequat eu a et elit, Etiam laoreet inceptos elit vel sed;et Etiam ante. massa. et ut Curabitur nascetur ipsum, Cras consequat eu a et elit, Etiam laoreet inceptos elit vel sed;;;;;;;;2,02E+11
Grupa 4.;1;1971;45;Agent.11;627829735;1;20210730;6;09:00:00;1478;25;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090254;;;315;108;109;105;104;;;;;;;102;101;110;;;;;;;;5;3;;1;5;;;5;2;3;103;109;106;104;101;108;;;;;110;;;;;;;;;;1;4;5;4;4;1;2;4;1;5;2;;2;5;;3;;5;3;;102;104;;10;8;8;9;6;0;9;8;9;1;1963;104;104;101;45;90;;99;100;CO;;;696985;;;;;;;;;;;;;;;;;;;;;;1;;lectus Vivamus nascetur odio erat sociosqu dolor venenatis aptent Pellentesque Pellentesque ridiculus vulputate ut. in in mi;;;;;;;;;;2,02E+11
Grupa 4.;1;1974;59;Agent.02;935866233;1;20210730;6;09:00:00;3420;57;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090281;;;239;110;;;;;;;;;;103;102;;;;;;;;;;2;3;;;;;;;4;110;;;;;;;;;;104;107;110;103;105;;;;;;3;5;2;5;2;3;5;5;5;3;;;;;;;;;;3;107;;;2;1;1;4;9;4;3;7;10;5;1982;103;105;101;630;585;;99;100;CO;;;745170;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1978;51;Agent.03;154573464;1;20210806;6;19:26:00;1714;29;462;5;CO;4;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090286;;;402;102;104;110;107;105;;;;;;108;106;109;101;103;;;;;;4;4;3;5;1;4;4;3;2;4;101;;;;;;;;;;101;109;104;102;;;;;;;5;4;4;3;3;1;2;5;2;4;1;;;;;;;;;;110;;;4;7;2;9;4;3;1;4;4;6;1988;101;104;101;185;185;;99;100;CO;;;779905;;;;;226676446;;;;;;;;;;;;;;;;;1;;auctor elit natoque neque libero maximus massa. in libero diam in adipiscing commodo quam quam. adipiscing elit. est. mi sus;;;;;;;;;;2,02E+11
Grupa 4.;1;1984;59;Agent.03;223966240;1;20210811;4;09:13:00;2361;39;462;37;CO;30;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090305;;;265;104;107;;;;;;;;;101;110;106;108;105;;;;;;2;;;5;1;3;3;1;;5;106;101;103;107;;;;;;;101;110;106;107;109;;;;;;4;2;5;3;4;5;5;1;5;5;4;;5;;;1;2;;;;107;103;;5;1;8;10;3;4;4;0;1;9;1991;102;103;101;1 200,00;1 200,00;;99;100;CO;;;735152;;;;;;;;;;;;;;;;;;;;;;1;;vestibulum in laoreet commodo consequat dui. quam sit tortor scelerisque vestibulum In et In eleifend lobortis quam. orci Vi;vestibulum in laoreet commodo consequat dui. quam sit tortor scelerisque vestibulum In et In eleifend lobortis quam. o;;;;;;;;;2,02E+11
Grupa 4.;1;1994;45;Agent.13;76668965;1;20210729;5;10:47:00;3408;57;461;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090346;;;34;101;;;;;;;;;;110;102;109;104;108;103;;;;;3;5;999;1;;;;4;2;2;101;109;102;107;104;108;106;;;;109;108;104;101;105;;;;;;3;5;2;5;3;5;3;1;5;1;2;4;;3;;1;5;2;3;;108;;;0;5;3;4;1;6;2;7;5;4;1999;101;105;101;27;30;;99;100;CO;;;915403;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;
Grupa 4.;1;2000;40;Agent.07;471559482;1;20210806;6;14:05:00;1967;33;462;7;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090389;;;868;102;107;105;106;110;;;;;;108;103;101;109;;;;;;;2;4;1;;3;3;5;1;1;2;108;106;109;110;107;102;;;;;110;108;105;102;109;;;;;;1;4;2;3;2;4;5;1;5;5;;5;;;;2;5;3;2;2;109;102;;3;5;8;6;6;10;8;10;1;4;1962;102;101;101;780;680;;99;100;CO;;;539118;;;;;;;;;;;;;;;;;;;;;;1;;laoreet sapien, eget, platea non quam. lorem. ullamcorper litora Etiam eu. elementum Vivamus vitae et condimentum id erat a;;;;;;;;;;2,02E+11
Grupa 4.;1;2004;61;Agent.11;514937021;1;20210803;3;17:33:00;1998;33;462;8;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090395;;;977;102;104;109;108;;;;;;;105;101;107;106;;;;;;;2;1;;3;1;2;2;1;5;;110;102;105;108;106;;;;;;104;110;108;109;103;101;;;;;2;4;1;2;5;3;5;3;3;5;;4;;;1;5;;1;;1;102;;;4;7;99;0;6;5;2;10;7;3;1973;102;101;101;10;10;;99;100;CO;;;996009;;;;;373893572;;;;;;;;;;;;;;;;;1;;penatibus dictumst. per Vivamus faucibus Aliquam ligula placerat. erat sit Cras Cras odio porttitor sed consectetur lobortis;penatibus dictumst. per Vivamus faucibus Aliquam ligula placerat. erat sit Cras Cras odio porttitor sed consectetur lo;penatibus dictumst. per Vivamus faucibus Aliquam ligula placerat. erat sit Cras Cras odio porttitor sed consectetur lo;;;;;;;;2,02E+11
Grupa 4.;1;2019;47;Agent.03;900808273;1;20210804;4;16:36:00;1604;27;462;8;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090435;;;864;101;106;107;;;;;;;;110;109;;;;;;;;;5;;;;;4;1;;3;4;104;110;109;102;101;105;;;;;101;110;104;107;108;109;103;;;;2;2;2;4;2;4;2;3;3;4;3;5;;3;1;;;;2;5;101;;;3;1;4;4;9;9;8;1;4;0;1999;102;102;101;1 500,00;1 600,00;;99;100;CO;;;399592;;;;;926114855;;;;;;;;;;;;;;;;;1;;per aliquet, mattis et non placerat. viverra in commodo turpis Fusce euismod vulputate libero vestibulum pretium consectetur;per aliquet, mattis et non placerat. viverra in commodo turpis Fusce euismod vulputate libero vestibulum pretium conse;;;;;;;;;2,02E+11
Grupa 4.;1;2024;114;Agent.06;815581844;1;20210729;5;12:21:00;1139;19;461;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090445;;;394;103;109;110;104;;;;;;;102;;;;;;;;;;;5;3;2;;;;;1;3;101;109;103;108;110;102;;;;;102;108;109;104;107;;;;;;2;3;1;2;3;5;4;1;5;4;3;3;1;;;;;3;3;4;108;109;;10;99;10;4;9;10;2;0;1;9;1963;102;101;101;1 717,00;1 820,00;;99;100;CO;;;212143;;;;;316542874;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;2026;45;Agent.15;289748384;1;20210730;6;09:16:00;1508;25;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090451;;;138;106;;;;;;;;;;102;109;107;103;104;110;;;;;;1;2;1;;5;1;;4;4;103;107;104;;;;;;;;108;104;110;105;106;;;;;;5;2;1;1;1;5;4;1;5;3;;;3;5;;;5;;;;106;;;10;10;7;4;5;7;7;4;6;8;1957;103;102;101;52;52;;99;100;CO;;;263628;;;;;;;;;;;;;;;;;;;;;;1;;venenatis est sollicitudin sollicitudin nibh tincidunt. vitae id, Pellentesque vel, dis elit. Lorem Mauris magnis justo vulp;;;;;;;;;;
Grupa 4.;1;2036;47;Agent.09;668385140;1;20210729;5;14:25:00;804;13;461;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090468;;;470;110;102;108;107;;;;;;;109;106;105;;;;;;;;;1;;;3;3;4;5;5;5;106;101;104;109;107;102;103;;;;110;105;;;;;;;;;4;3;2;1;4;4;1;5;5;999;1;1;3;1;;4;5;;4;;105;110;;99;2;8;8;5;6;2;4;8;9;1941;102;104;101;450;390;;99;100;CO;;;670948;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;2051;61;Agent.11;914877787;1;20210806;6;10:31:00;1676;28;462;6;CO;4;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090486;;;269;106;109;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;;102;106;110;108;103;101;;;;;101;109;107;105;104;106;;;;;1;2;3;1;1;3;4;1;2;3;5;4;3;;;4;;4;;2;105;;;99;5;9;9;1;4;8;7;10;9;1976;104;101;101;380;500;;99;100;CO;;;399718;;;;;;;;;;;;;;;;;;;;;;1;;posuere. adipiscing ut. inceptos sed lacinia turpis turpis amet euismod Nullam est. Vivamus Fusce pretium dapibus, viverra d;posuere. adipiscing ut. inceptos sed lacinia turpis turpis amet euismod Nullam est. Vivamus Fusce pretium dapibus, viv;;;;;;;;;2,02E+11
Grupa 4.;1;2057;57;Agent.10;433857924;1;20210730;6;11:47:00;591;10;462;3;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090493;;;137;106;;;;;;;;;;103;105;102;108;109;;;;;;;2;2;;3;3;;5;1;;104;101;106;;;;;;;;109;;;;;;;;;;1;2;3;1;4;5;3;2;4;5;3;;;3;;3;;;;;106;;;9;10;99;7;2;9;9;8;6;5;1960;104;101;101;150;150;;99;100;CO;;;282385;;;;;;;;;;;;;;;;;;;;;;1;;viverra et Cras condimentum. odio lacinia metus, scelerisque. maximus malesuada ornare lorem. vulputate lacinia sagittis. du;;;;;;;;;;2,02E+11
Grupa 4.;1;2061;63;Agent.07;834590144;1;20210803;3;16:13:00;1578;26;462;17;CO;10;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090506;;;913;108;101;105;;;;;;;;110;;;;;;;;;;5;;;;1;;;2;;3;108;102;104;101;109;105;107;;;;108;103;107;;;;;;;;5;2;3;4;1;1;2;2;2;4;4;4;;2;3;;4;3;4;;103;110;;10;99;8;4;8;9;10;0;6;7;1953;102;105;101;1 403,00;1 403,00;;99;100;CO;;;849998;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;2064;45;Agent.13;271217641;1;20210802;2;15:12:00;1711;29;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090515;;;947;109;;;;;;;;;;110;106;107;108;;;;;;;;;;;;1;2;4;2;1;107;103;102;101;;;;;;;109;;;;;;;;;;4;1;4;2;4;2;2;3;2;2;2;1;3;;;;2;;;;101;105;107;4;10;3;2;99;0;4;10;6;0;1992;103;105;101;1 400,00;1 200,00;;99;100;CO;;;387471;;;;;;;;;;;;;;;;;;;;;;1;;justo sed ex sed euismod nec In volutpat, et In non vulputate, ipsum odio dis lorem. sit ac lectus, nibh a ut. eu a justo Fu;;;;;;;;;;2,02E+11
Grupa 4.;1;2069;51;Agent.06;123414216;1;20210729;5;11:49:00;1991;33;461;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090532;;;172;103;108;102;;;;;;;;101;105;;;;;;;;;4;3;2;;1;;;4;;;103;102;;;;;;;;;101;110;106;107;108;109;104;;;;4;2;3;4;3;1;2;1;3;4;;1;4;;;;;;;;108;103;;9;7;3;99;8;1;8;10;4;10;1999;101;102;101;685;685;;99;100;CO;;;993297;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;2070;47;Agent.02;753307742;1;20210804;4;14:22:00;1377;23;462;6;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090542;;;542;104;109;;;;;;;;;107;110;108;103;102;105;;;;;;2;5;2;4;;4;5;1;1;109;102;101;108;103;107;105;;;;107;109;110;;;;;;;;2;4;5;4;1;5;4;3;2;4;3;2;5;;5;;2;5;2;;110;104;;5;5;3;8;0;1;10;7;10;7;1937;102;105;101;450;400;;99;100;CO;;;842375;;;;;;;;;;;;;;;;;;;;;;1;;eget in luctus, leo Vivamus aptent et orci metus vulputate consectetur. sodales at consectetur Lorem himenaeos. leo massa. i;;;;;;;;;;2,02E+11
Grupa 4.;1;2082;114;Agent.03;129264364;1;20210730;6;10:23:00;3049;51;462;3;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090593;;;632;105;107;103;110;;;;;;;102;;;;;;;;;;;4;2;;5;;4;;;5;110;105;;;;;;;;;109;108;106;103;101;105;;;;;4;3;3;5;1;1;1;1;3;3;;;;;5;;;;;5;107;106;108;6;7;9;0;2;5;8;1;2;6;1988;102;102;101;800;800;;99;100;CO;;;827038;;;;;512321872;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;2083;40;Agent.15;16042832;1;20210730;6;09:25:00;1386;23;462;2;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090606;;;222;109;105;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;107;108;105;110;106;103;;;;;106;109;104;103;110;102;;;;;3;3;3;1;2;5;2;4;5;3;;;4;;4;4;1;4;;3;101;;;8;1;10;10;3;2;5;7;0;2;1964;103;103;101;271;271;;99;100;CO;;;119109;;;;;478701418;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;2088;40;Agent.10;236823518;1;20210730;6;10:11:00;1855;31;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090650;;;939;104;105;;;;;;;;;102;107;;;;;;;;;;2;;3;4;;2;;;;104;109;108;107;102;;;;;;101;;;;;;;;;;3;5;2;3;2;3;2;1;3;3;;5;;5;;;5;4;5;;109;105;;2;0;2;9;1;6;1;3;7;8;1964;102;105;101;45;90;;99;100;CO;;;169519;;;;;279564525;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;2101;114;Agent.13;645726512;1;20210730;6;15:58:00;1482;25;462;5;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090661;;;561;101;;;;;;;;;;107;103;102;108;;;;;;;4;5;3;;;;2;2;;;105;;;;;;;;;;106;105;108;104;102;101;;;;;1;2;5;2;5;3;1;3;4;2;;;;;2;;;;;;103;;;7;99;9;99;7;1;9;8;10;3;1984;103;101;101;30;30;;99;100;CO;;;414194;;;;;465444784;;;;;;;;;;;;;;;;;1;;ornare quam leo est, porttitor Fusce adipiscing vestibulum a odio lorem. dolor nisl scelerisque. Lorem felis. tempus sceleri;;;;;;;;;;2,02E+11
Grupa 4.;1;2124;63;Agent.05;832750625;1;20210730;6;08:01:00;3536;59;462;2;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090767;;;222;106;108;;;;;;;;;105;110;103;;;;;;;;;;5;;4;1;;1;;3;102;107;106;109;103;;;;;;109;105;;;;;;;;;2;4;4;1;3;3;3;2;1;1;;2;2;;;4;2;;2;;106;107;;6;5;2;4;1;8;0;0;2;5;1976;102;104;101;2 916,00;2 300,00;;99;100;CO;;;837502;;;;;657726768;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;2128;57;Agent.05;162337334;1;20210804;4;15:48:00;1724;29;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090774;;;728;110;106;;;;;;;;;107;103;108;105;104;;;;;;;;4;5;4;3;4;5;;4;107;103;110;109;105;101;;;;;102;110;108;106;103;104;;;;;5;2;2;5;5;2;3;2;4;2;5;;5;;1;;3;;2;4;104;106;;6;7;9;0;9;0;6;10;3;9;1948;102;101;101;200;200;;99;100;CO;;;330086;;;;;131292172;;;;;;;;;;;;;;;;;1;;aliquam. tortor in commodo eget vel erat eleifend non interdum dui amet lobortis varius efficitur, aliquam. massa. dui non V;;;;;;;;;;2,02E+11
Grupa 4.;1;2138;47;Agent.12;867181992;1;20210804;4;16:22:00;1500;25;462;6;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090820;;;605;101;103;105;;;;;;;;106;109;110;108;;;;;;;4;;5;;2;3;;5;1;5;109;;;;;;;;;;101;108;110;;;;;;;;1;4;2;3;2;3;5;2;3;1;;;;;;;;;4;;109;103;106;0;6;99;9;99;9;2;7;1;3;1999;102;105;101;300;400;;99;100;CO;;;515813;;;;;316625348;672815069;;;;;;;;;;;;;;;;1;;egestas consectetur Donec volutpat, Cras in lectus sed libero luctus, Lorem ornare penatibus consectetur ultrices, eu amet,;;;;;;;;;;2,02E+11
Grupa 4.;1;2150;55;Agent.05;734151880;1;20210810;3;15:57:00;1651;28;462;6;CO;6;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090850;;;335;104;109;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;102;101;104;110;103;109;105;107;;;101;107;;;;;;;;;3;2;1;5;3;4;5;2;5;3;4;1;2;4;3;;4;;4;2;102;105;106;1;9;2;6;6;2;0;2;10;1;1966;102;105;101;900;900;;99;100;CO;;;596924;;;;;;;;;;;;;;;;;;;;;;1;;lobortis. taciti elit. Fusce fringilla;lobortis. taciti elit. Fusce fringilla vestibulum lorem. sit massa. leo vestibulum platea non;;;;;;;;;
Grupa 4.;1;2159;114;Agent.09;263963465;1;20210730;6;14:33:00;983;16;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090889;;;296;107;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;103;108;102;101;104;109;;;;;107;102;108;;;;;;;;2;1;1;2;1;3;2;1;2;3;2;5;1;1;;;;5;5;;103;106;;6;8;10;4;10;1;2;5;0;7;1952;101;101;101;22;33;;99;100;CO;;;857921;;;;;;;;;;;;;;;;;;;;;;1;;erat in eget pellentesque Fusce ultrices, ut Class vehicula. conubia vel, semper amet, et per ad in. vel sit In lectus, mont;erat in eget pellentesque Fusce ultrices, ut Class vehicula. conubia vel, semper amet, et per ad in. vel sit In;;;;;;;;;2,02E+11
Grupa 4.;1;2163;59;Agent.09;831246502;1;20210806;6;14:49:00;1607;27;462;7;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090896;;;5;104;105;102;110;;;;;;;107;108;;;;;;;;;;4;;5;2;;3;4;;4;108;;;;;;;;;;105;106;103;;;;;;;;5;2;1;1;3;1;3;4;1;5;;;;;;;;2;;;108;105;103;10;99;4;4;10;7;4;0;4;4;1935;103;103;101;385;380;;99;100;CO;;;307140;;;;;631651124;;;;;;;;;;;;;;;;;1;;ut. ante. suscipit turpis, tincidunt sociosqu condimentum In consectetur. Donec sociosqu lorem. nec commodo, lorem.;;;;;;;;;;2,02E+11
Grupa 4.;1;2164;40;Agent.06;454596732;1;20210802;2;15:19:00;1607;27;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32090899;;;468;108;106;109;101;102;;;;;;;;;;;;;;;;3;5;;;;4;;4;2;;105;107;101;;;;;;;;104;110;;;;;;;;;1;3;3;2;5;4;1;1;5;5;4;;;;1;;2;;;;101;103;108;2;6;9;0;3;3;1;8;3;3;1978;103;101;101;285;250;;99;100;CO;;;293990;;;;;;;;;;;;;;;;;;;;;;1;;ex egestas mus. elit, malesuada quam. condimentum sapien Donec erat sodales venenatis a velit condimentum Donec laoreet diam;;;;;;;;;;2,02E+11
Grupa 4.;1;2167;51;Agent.05;534425052;1;20210803;3;10:53:00;561;9;462;6;CO;4;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32090904;;;850;106;110;109;;;;;;;;101;102;105;103;;;;;;;4;5;4;;2;2;;;4;5;107;101;103;104;109;102;108;;;;106;105;103;109;102;;;;;;2;2;2;4;3;5;5;1;3;4;3;2;1;1;;;5;2;2;;101;;;0;2;2;99;9;99;4;6;10;3;1968;104;101;101;24;24;;99;100;CO;;;103716;;;;;844334164;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;2180;59;Agent.15;799973681;1;20210730;6;11:22:00;2344;39;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091044;;;544;108;103;;;;;;;;;105;107;101;;;;;;;;4;;2;;2;;5;2;;;103;110;106;109;101;104;;;;;104;108;102;103;;;;;;;3;4;3;4;5;4;1;5;3;3;1;;3;3;;4;;;5;2;110;;;9;8;5;7;1;5;10;0;2;8;1969;104;104;101;650;650;;99;100;CO;;;264475;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;2196;53;Agent.13;438730920;1;20210802;2;15:07:00;2213;37;462;5;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091112;;;249;109;101;;;;;;;;;108;107;103;105;;;;;;;2;;5;;2;;1;2;4;;101;109;107;;;;;;;;110;107;103;101;109;108;;;;;3;1;1;4;3;3;4;3;1;5;1;;;;;;4;;1;;103;;;4;1;4;7;5;5;10;2;2;3;1984;103;105;101;450;400;;99;100;CO;;;398745;;;;;;;;;;;;;;;;;;;;;;1;;id Vivamus elit. tincidunt. conubia tortor placerat. felis, sem orci. amet condimentum et suscipit commodo, luctus, Suspendi;id Vivamus elit. tincidunt. conubia tortor placerat. felis, sem orci. amet condimentum et suscipit commodo, luctus, Su;id Vivamus elit. tincidunt. conubia tortor placerat. felis, sem orci. amet condimentum et suscipit commodo, luctus, Su;;;;;;;;2,02E+11
